json_file,cycle_index,n_tokens,rle_colors,rotated_to_order,rotation_applied,start_orientation,flash_count,flash_positions_norm,flash_color_hits,base4_seq
v12044gd0000d2husv7og65snaorfbcg.mp4.json.sequence.json,1,80,Green|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Green|Blue|Green|Yellow|Blue|Yellow,Pink/Magenta|Green|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Green|Blue|Green|Yellow|Blue|Yellow|Green|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Green,True,↑,20,0.127|0.253|0.278|0.38|0.418|0.494|0.633|0.658|0.671|0.684|0.747|0.759|0.785|0.797|0.81|0.823|0.835|0.873|0.886|0.937,Yellow|Pink/Magenta|Green|Blue|Blue|Blue|Blue|Pink/Magenta|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue,123030102023032103131313121313030301303130102
v12044gd0000d2husv7og65snaorfbcg.mp4.json.sequence.json,2,80,Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Unknown|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Yellow|Pink/Magenta|Unknown|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Green|Yellow|Blue,Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Unknown|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Yellow|Pink/Magenta|Unknown|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Green|Yellow|Blue|Blue|Pink/Magenta,True,,17,0.013|0.025|0.038|0.063|0.101|0.114|0.139|0.405|0.43|0.443|0.456|0.532|0.557|0.582|0.949|0.962|1.0,Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue,
v12044gd0000d2husv7og65snaorfbcg3.mp4.json.sequence.json,0,108,Blue|Yellow|Blue|Green|Blue|Green|Yellow|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Green|Blue|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Unknown|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow,Green|Yellow|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Green|Blue|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Unknown|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Green|Blue,True,,1,0.804,Blue,
v12044gd0000d2husv7og65snaorfbcg4.mp4.json.sequence.json,0,54,Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,False,,17,0.0|0.019|0.038|0.057|0.075|0.094|0.113|0.132|0.17|0.189|0.208|0.245|0.283|0.321|0.34|0.377|0.415,Blue|Blue|Blue|Blue|Blue|Green|Green|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Pink/Magenta|Blue,0201010121010101010101
v12044gd0000d2i0647og65vlmef6qv0.json.sequence.json,0,77,Blue|Green|Blue|Green|Yellow|Green|Blue|Pink/Magenta|Yellow|Blue,Blue|Green|Blue|Green|Yellow|Green|Blue|Pink/Magenta|Yellow|Blue,False,↓,19,0.0|0.013|0.026|0.039|0.053|0.066|0.079|0.092|0.105|0.118|0.132|0.145|0.329|0.342|0.355|0.368|0.382|0.395|0.408,Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue,0202320130
v12044gd0000d2thhjvog65tgh8pm00g.json.sequence.json,0,138,Green|Yellow|Green|Yellow|Unknown|Green|Yellow|Green|Unknown|Yellow|Green|Blue|Green|Blue|Green|Yellow|Blue|Unknown|Blue|Yellow|Unknown|Blue|Yellow|Blue|Yellow|Green|Yellow|Blue|Unknown|Green|Yellow|Unknown|Blue|Green|Yellow|Blue|Yellow|Blue|Green|Blue|Yellow|Unknown|Yellow|Blue|Unknown|Yellow|Blue|Yellow|Blue|Pink/Magenta|Green|Unknown|Pink/Magenta|Yellow|Unknown|Yellow|Blue|Green|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Yellow|Green|Blue|Pink/Magenta|Unknown|Yellow|Unknown|Blue|Yellow|Green|Unknown|Yellow|Green,Yellow|Blue|Pink/Magenta|Green|Unknown|Pink/Magenta|Yellow|Unknown|Yellow|Blue|Green|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Yellow|Green|Blue|Pink/Magenta|Unknown|Yellow|Unknown|Blue|Yellow|Green|Unknown|Yellow|Green|Green|Yellow|Green|Yellow|Unknown|Green|Yellow|Green|Unknown|Yellow|Green|Blue|Green|Blue|Green|Yellow|Blue|Unknown|Blue|Yellow|Unknown|Blue|Yellow|Blue|Yellow|Green|Yellow|Blue|Unknown|Green|Yellow|Unknown|Blue|Green|Yellow|Blue|Yellow|Blue|Green|Blue|Yellow|Unknown|Yellow|Blue|Unknown|Yellow|Blue,True,,30,0.0|0.007|0.029|0.066|0.124|0.307|0.321|0.328|0.387|0.394|0.467|0.474|0.569|0.577|0.664|0.672|0.679|0.737|0.745|0.752|0.759|0.81|0.847|0.861|0.869|0.927|0.934|0.942|0.978|0.985,Green|Green|Yellow|Green|Unknown|Yellow|Yellow|Yellow|Yellow|Yellow|Green|Green|Yellow|Unknown|Blue|Pink/Magenta|Pink/Magenta|Blue|Blue|Green|Green|Pink/Magenta|Green|Green|Yellow|Yellow|Yellow|Unknown|Unknown|Yellow,
v12044gd0000d2v2ad7og65qedn7062g.json.sequence.json,0,104,Blue|Yellow|Green|Blue|Green|Yellow|Green|Yellow|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Green|Blue|Green|Yellow|Blue|Yellow|Blue|Yellow|Blue,Blue|Yellow|Green|Blue|Green|Yellow|Green|Yellow|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Green|Blue|Green|Yellow|Blue|Yellow|Blue|Yellow|Blue,False,↓,23,0.01|0.019|0.029|0.068|0.078|0.311|0.32|0.33|0.34|0.456|0.466|0.476|0.485|0.495|0.505|0.583|0.738|0.757|0.767|0.777|0.806|0.816|1.0,Yellow|Yellow|Yellow|Green|Yellow|Green|Green|Green|Green|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Green|Green|Yellow|Yellow|Blue,032023230202020201321013132131202303030
v15044gf0000d29l69nog65hkej1drug.json.sequence.json,0,119,Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Green|Blue|Green|Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Yellow|Blue|Green|Blue|Yellow|Blue|Green|Blue|Yellow|Pink/Magenta|Blue|Green|Pink/Magenta|Blue|Green|Blue|Pink/Magenta|Green|Yellow,Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Green|Blue|Green|Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Yellow|Blue|Green|Blue|Yellow|Blue|Green|Blue|Yellow|Pink/Magenta|Blue|Green|Pink/Magenta|Blue|Green,True,,14,0.093|0.153|0.161|0.169|0.305|0.314|0.322|0.771|0.797|0.805|0.814|0.822|0.949|0.966,Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue,012310202020202020301032021020202302030203102102
v15044gf0000d2flkovog65hjpqn71f0.json.sequence.json,0,146,Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta,Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta,False,↑,21,0.007|0.014|0.021|0.028|0.034|0.041|0.048|0.055|0.076|0.083|0.09|0.593|0.614|0.621|0.628|0.634|0.641|0.655|0.697|0.703|0.717,Pink/Magenta|Yellow|Pink/Magenta|Pink/Magenta|Pink/Magenta|Yellow|Yellow|Yellow|Yellow|Yellow|Yellow|Yellow|Pink/Magenta|Yellow|Yellow|Yellow|Yellow|Yellow|Pink/Magenta|Pink/Magenta|Yellow,1313131313131313131313131313131313131
v15044gf0000d2fr3lfog65rbo3ud6jg.json.sequence.json,0,26,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,False,,10,0.12|0.36|0.4|0.48|0.52|0.56|0.72|0.76|0.8|0.92,Blue|Blue|Blue|Pink/Magenta|Blue|Blue|Blue|Blue|Pink/Magenta|Blue,0101010101010
v15044gf0000d2ftmcfog65g2pr51j70.json.sequence.json,0,41,Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Green|Pink/Magenta|Yellow|Green,Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Green|Pink/Magenta|Yellow|Green,False,,7,0.0|0.25|0.475|0.55|0.7|0.725|0.75,Blue|Pink/Magenta|Pink/Magenta|Yellow|Pink/Magenta|Pink/Magenta|Green,010212023131321313132021212132
v15044gf0000d2gk20nog65g267kppig.json.sequence.json,0,69,Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,False,,6,0.029|0.118|0.147|0.485|0.5|0.632,Blue|Pink/Magenta|Blue|Blue|Blue|Blue,0101310101010101010310101210202101010101
v15044gf0000d2gkmqvog65j2bgtitqg.json.sequence.json,0,78,Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,False,,21,0.078|0.091|0.104|0.13|0.299|0.312|0.325|0.338|0.364|0.416|0.429|0.442|0.455|0.61|0.831|0.844|0.909|0.922|0.948|0.961|0.974,Blue|Green|Green|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue,0201010101012101010302101201010
v15044gf0000d2gld7vog65leghdunsg.json.sequence.json,0,1,Blue,Blue,False,,0,,,0
v15044gf0000d2gld7vog65leghdunsg.json.sequence.json,1,1,Pink/Magenta,Pink/Magenta,False,↓,0,,,1
v15044gf0000d2gld7vog65leghdunsg.json.sequence.json,2,24,Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Green,Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Green,False,,8,0.261|0.391|0.565|0.609|0.652|0.739|0.826|0.913,Blue|Blue|Pink/Magenta|Blue|Blue|Green|Pink/Magenta|Pink/Magenta,010201010231012
v15044gf0000d2hjqh7og65nf6193bh0.json.sequence.json,0,58,Pink/Magenta|Blue|Yellow|Pink/Magenta|Green|Blue|Yellow|Blue|Pink/Magenta|Yellow|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Green|Yellow|Blue|Pink/Magenta|Green|Yellow|Green|Pink/Magenta,Green|Yellow|Blue|Pink/Magenta|Green|Yellow|Green|Pink/Magenta|Pink/Magenta|Blue|Yellow|Pink/Magenta|Green|Blue|Yellow|Blue|Pink/Magenta|Yellow|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow,True,↓,10,0.298|0.316|0.439|0.456|0.474|0.491|0.526|0.877|0.982|1.0,Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Pink/Magenta|Blue|Blue|Green|Pink/Magenta,230123211031203013231010313
v15044gf0000d2ht9mnog65nf61i3sl0.json.sequence.json,0,149,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Green|Blue|Green|Yellow|Green|Pink/Magenta|Blue|Green|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Green|Blue|Green|Yellow|Green|Pink/Magenta|Blue|Green|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta,False,↓,36,0.162|0.169|0.182|0.189|0.399|0.419|0.426|0.432|0.446|0.453|0.466|0.507|0.52|0.547|0.574|0.581|0.588|0.595|0.601|0.703|0.709|0.757|0.791|0.797|0.804|0.811|0.818|0.824|0.831|0.838|0.845|0.851|0.899|0.905|0.912|0.926,Blue|Blue|Blue|Blue|Blue|Green|Green|Green|Blue|Blue|Green|Blue|Blue|Green|Green|Green|Green|Green|Green|Blue|Blue|Green|Pink/Magenta|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Blue|Pink/Magenta,010101010202020202021210120202321020210101
v15044gf0000d2ie6rfog65qka6atq7g.json.sequence.json,0,133,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue,False,,32,0.015|0.205|0.258|0.265|0.288|0.295|0.303|0.356|0.364|0.379|0.477|0.53|0.538|0.674|0.689|0.697|0.705|0.712|0.742|0.75|0.758|0.765|0.773|0.788|0.826|0.856|0.894|0.947|0.962|0.977|0.985|1.0,Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Pink/Magenta|Pink/Magenta|Yellow|Yellow|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Blue|Blue|Blue|Blue,010301020101210101013101010101010313121010101010
